date	page	views	visitors	avg_time_sec
2023-07-14	pricing	494	272	47
2023-07-14	about	201	138	54
2023-07-14	contact	122	53	68
2023-07-14	faq	141	116	77
2023-07-14	category_gaming	587	290	55
2023-07-14	category_electronics	758	593	73
2023-07-14	landing_campaign	332	210	44
2023-07-15	home	3730	1770	42
2023-07-15	product_page	528	449	71
2023-07-15	blog_post	635	410	129
2023-07-15	pricing	255	127	53
2023-07-15	about	165	87	54
2023-07-15	contact	86	55	65
2023-07-15	faq	128	64	59
2023-07-15	category_gaming	438	213	45
2023-07-15	category_electronics	635	449	56
2023-07-15	landing_campaign	269	114	57
2023-07-16	home	4275	3025	38
2023-07-16	product_page	964	698	52
2023-07-16	blog_post	748	419	140
2023-07-16	pricing	318	147	47
2023-07-16	about	162	90	69
2023-07-16	contact	81	44	83
2023-07-16	faq	127	93	63
2023-07-16	category_gaming	495	386	51
2023-07-16	category_electronics	539	453	52
2023-07-16	landing_campaign	148	59	40
2023-07-17	home	5677	3805	76
2023-07-17	product_page	1729	1518	75
2023-07-17	blog_post	628	550	131
2023-07-17	pricing	388	179	74
2023-07-17	about	229	167	75
2023-07-17	contact	96	67	57
2023-07-17	faq	180	121	50
2023-07-17	category_gaming	908	739	53
2023-07-17	category_electronics	878	761	39
2023-07-17	landing_campaign	383	211	64
2023-07-18	home	5154	2467	22
2023-07-18	product_page	1295	571	48
2023-07-18	blog_post	999	732	130
2023-07-18	pricing	471	334	70
2023-07-18	about	263	151	69
2023-07-18	contact	133	53	26
2023-07-18	faq	163	85	50
2023-07-18	category_gaming	665	329	72
2023-07-18	category_electronics	1000	520	60
2023-07-18	landing_campaign	355	274	50
2023-07-19	home	7327	6446	63
2023-07-19	product_page	1570	1015	79
2023-07-19	blog_post	824	604	114
2023-07-19	pricing	537	372	35
2023-07-19	about	289	153	57
2023-07-19	contact	153	111	25
2023-07-19	faq	170	122	79
2023-07-19	category_gaming	894	366	48
2023-07-19	category_electronics	848	711	38
2023-07-19	landing_campaign	409	262	60
2023-07-20	home	5160	4134	59
2023-07-20	product_page	1556	1331	56
2023-07-20	blog_post	983	725	130
2023-07-20	pricing	456	319	65
2023-07-20	about	244	116	52
2023-07-20	contact	113	69	43
2023-07-20	faq	165	107	62
2023-07-20	category_gaming	767	551	40
2023-07-20	category_electronics	1068	606	65
2023-07-20	landing_campaign	346	222	82
2023-07-21	home	7208	3999	83
2023-07-21	product_page	1518	703	67
2023-07-21	blog_post	1144	935	93
2023-07-21	pricing	383	166	70
2023-07-21	about	236	179	74
2023-07-21	contact	119	58	71
2023-07-21	faq	208	166	60
2023-07-21	category_gaming	754	517	53
2023-07-21	category_electronics	990	598	61
2023-07-21	landing_campaign	324	174	59
2023-07-22	home	4318	2337	57
2023-07-22	product_page	1272	611	53
2023-07-22	blog_post	820	683	118
2023-07-22	pricing	399	184	76
2023-07-22	about	145	125	72
2023-07-22	contact	93	47	72
2023-07-22	faq	160	125	44
2023-07-22	category_gaming	466	378	68
2023-07-22	category_electronics	328	182	80
2023-07-22	landing_campaign	303	183	68
2023-07-23	home	4966	3752	74
2023-07-23	product_page	732	381	55
2023-07-23	blog_post	751	442	119
2023-07-23	pricing	307	195	63
2023-07-23	about	163	84	37
2023-07-23	contact	98	76	53
2023-07-23	faq	90	58	80
2023-07-23	category_gaming	576	370	91
2023-07-23	category_electronics	458	369	60
2023-07-23	landing_campaign	204	159	61
2023-07-24	home	5246	3458	54
2023-07-24	product_page	1341	809	48
2023-07-24	blog_post	1163	730	112
2023-07-24	pricing	450	294	48
2023-07-24	about	256	174	44
2023-07-24	contact	127	108	62
2023-07-24	faq	172	145	48
2023-07-24	category_gaming	716	444	59
2023-07-24	category_electronics	864	491	50
2023-07-24	landing_campaign	496	413	51
2023-07-25	home	5409	4379	88
2023-07-25	product_page	1071	453	64
2023-07-25	blog_post	1105	532	125
2023-07-25	pricing	516	442	64
2023-07-25	about	261	146	56
2023-07-25	contact	110	46	61
2023-07-25	faq	171	90	85
2023-07-25	category_gaming	796	318	44
2023-07-25	category_electronics	799	513	41
2023-07-25	landing_campaign	291	256	43
2023-07-26	home	5987	3682	60
2023-07-26	product_page	1385	619	70
2023-07-26	blog_post	1064	729	141
2023-07-26	pricing	398	259	67
2023-07-26	about	179	156	65
2023-07-26	contact	131	57	71
2023-07-26	faq	183	87	45
2023-07-26	category_gaming	484	348	56
2023-07-26	category_electronics	831	446	44
2023-07-26	landing_campaign	420	174	49
2023-07-27	home	6147	3390	67
2023-07-27	product_page	6695	4788	57
2023-07-27	blog_post	994	617	115
2023-07-27	pricing	375	281	102
2023-07-27	about	270	133	47
2023-07-27	contact	96	79	65
2023-07-27	faq	184	106	70
2023-07-27	category_gaming	827	551	40
2023-07-27	category_electronics	839	626	68
2023-07-27	landing_campaign	522	278	24
2023-07-28	home	4627	3485	22
2023-07-28	product_page	1430	602	66
2023-07-28	blog_post	1434	694	116
2023-07-28	pricing	517	324	70
2023-07-28	about	288	184	62
2023-07-28	contact	120	82	24
2023-07-28	faq	213	95	81
2023-07-28	category_gaming	630	276	63
2023-07-28	category_electronics	543	377	70
2023-07-28	landing_campaign	359	174	47
2023-07-29	home	553	1054	64
2023-07-29	product_page	119	271	55
2023-07-29	blog_post	80	148	94
2023-07-29	pricing	32	35	64
2023-07-29	about	18	20	72
2023-07-29	contact	12	18	86
2023-07-29	faq	13	24	51
2023-07-29	category_gaming	51	82	87
2023-07-29	category_electronics	85	140	51
2023-07-29	landing_campaign	23	29	66
2023-07-30	home	4228	2106	52
2023-07-30	product_page	846	514	83
2023-07-30	blog_post	435	195	112
2023-07-30	pricing	379	277	41
2023-07-30	about	155	76	33
2023-07-30	contact	79	40	63
2023-07-30	faq	110	79	54
2023-07-30	category_gaming	389	293	78
2023-07-30	category_electronics	432	313	65
2023-07-30	landing_campaign	248	153	44
2023-07-31	home	6737	5629	37
2023-07-31	product_page	1162	614	52
2023-07-31	blog_post	646	553	114
2023-07-31	pricing	387	229	38
2023-07-31	about	261	184	75
2023-07-31	contact	141	59	51
2023-07-31	faq	184	110	76
2023-07-31	category_gaming	964	391	59
2023-07-31	category_electronics	837	478	75
2023-07-31	landing_campaign	357	231	43
2023-08-01	home	7804	4763	46
2023-08-01	product_page	1520	1221	67
2023-08-01	blog_post	963	547	106
2023-08-01	pricing	580	254	63
2023-08-01	about	273	183	43
2023-08-01	contact	127	110	44
2023-08-01	faq	137	96	47
2023-08-01	category_gaming	777	629	46
2023-08-01	category_electronics	746	591	48
2023-08-01	landing_campaign	365	238	51
2023-08-02	home	7806	4507	66
2023-08-02	product_page	1802	1214	86
2023-08-02	blog_post	800	353	131
2023-08-02	pricing	477	310	53
2023-08-02	about	268	212	72
2023-08-02	contact	104	62	34
2023-08-02	faq	191	92	60
2023-08-02	category_gaming	827	621	52
2023-08-02	category_electronics	857	626	69
2023-08-02	landing_campaign	498	311	51
2023-08-03	home	6272	4166	39
2023-08-03	product_page	1633	1195	71
2023-08-03	blog_post	1049	682	111
2023-08-03	pricing	491	329	54
2023-08-03	about	266	107	50
2023-08-03	contact	130	98	41
2023-08-03	faq	193	142	67
2023-08-03	category_gaming	759	559	44
2023-08-03	category_electronics	1082	715	51
2023-08-03	landing_campaign	402	340	71
2023-08-04	home	5305	3661	67
2023-08-04	product_page	1433	1053	69
2023-08-04	blog_post	1068	606	102
2023-08-04	pricing	449	219	44
2023-08-04	about	241	125	72
2023-08-04	contact	89	68	51
2023-08-04	faq	185	153	66
2023-08-04	category_gaming	616	459	63
2023-08-04	category_electronics	1159	979	62
2023-08-04	landing_campaign	425	329	57
2023-08-05	home	5715	3216	55
2023-08-05	product_page	981	698	55
2023-08-05	blog_post	469	290	111
2023-08-05	pricing	296	220	52
2023-08-05	about	130	72	61
2023-08-05	contact	74	35	62
2023-08-05	faq	140	106	72
2023-08-05	category_gaming	478	344	90
2023-08-05	category_electronics	591	466	53
2023-08-05	landing_campaign	165	88	60
2023-08-06	home	5019	4193	75
2023-08-06	product_page	1175	799	49
2023-08-06	blog_post	673	443	135
2023-08-06	pricing	409	360	67
2023-08-06	about	167	118	70
2023-08-06	contact	71	55	59
2023-08-06	faq	109	60	76
2023-08-06	category_gaming	473	329	68
2023-08-06	category_electronics	598	363	66
2023-08-06	landing_campaign	209	112	79
2023-08-07	home	4988	2117	80
2023-08-07	product_page	1509	1178	52
2023-08-07	blog_post	1181	492	122
2023-08-07	pricing	402	250	50
2023-08-07	about	259	175	59
2023-08-07	contact	132	62	63
2023-08-07	faq	182	157	46
2023-08-07	category_gaming	933	439	98
2023-08-07	category_electronics	904	775	49
2023-08-07	landing_campaign	409	179	43
2023-08-08	home	5179	3977	65
2023-08-08	product_page	1420	993	31
2023-08-08	blog_post	1078	594	109
2023-08-08	pricing	427	317	66
2023-08-08	about	241	126	44
2023-08-08	contact	108	90	73
2023-08-08	faq	183	129	62
2023-08-08	category_gaming	725	548	48
2023-08-08	category_electronics	1027	555	82
2023-08-08	landing_campaign	328	249	56
2023-08-09	home	7989	4190	60
2023-08-09	product_page	1234	509	41
2023-08-09	blog_post	1161	985	111
2023-08-09	pricing	287	119	77
2023-08-09	about	248	141	70
2023-08-09	contact	149	75	93
2023-08-09	faq	240	183	46
2023-08-09	category_gaming	693	368	50
2023-08-09	category_electronics	968	511	66
2023-08-09	landing_campaign	291	191	54
2023-08-10	home	6374	3679	73
2023-08-10	product_page	1202	918	33
2023-08-10	blog_post	1168	1018	117
2023-08-10	pricing	552	247	31
2023-08-10	about	235	118	40
2023-08-10	contact	166	123	45
2023-08-10	faq	214	146	55
2023-08-10	category_gaming	667	421	58
2023-08-10	category_electronics	928	757	77
2023-08-10	landing_campaign	316	128	59
2023-08-11	home	7253	5767	43
2023-08-11	product_page	1488	908	31
2023-08-11	blog_post	784	367	112
2023-08-11	pricing	388	343	75
2023-08-11	about	228	131	43
2023-08-11	contact	126	84	74
2023-08-11	faq	154	111	83
2023-08-11	category_gaming	991	836	32
2023-08-11	category_electronics	811	452	40
2023-08-11	landing_campaign	313	204	55
2023-08-12	home	3994	2577	80
2023-08-12	product_page	1068	689	71
2023-08-12	blog_post	717	493	115
2023-08-12	pricing	296	237	46
2023-08-12	about	173	103	54
2023-08-12	contact	96	58	59
2023-08-12	faq	112	44	60
2023-08-12	category_gaming	558	257	43
2023-08-12	category_electronics	563	407	45
2023-08-12	landing_campaign	217	95	68
2023-08-13	home	3782	3066	67
2023-08-13	product_page	1074	610	81
2023-08-13	blog_post	608	398	114
2023-08-13	pricing	242	154	76
2023-08-13	about	201	170	39
2023-08-13	contact	78	36	43
2023-08-13	faq	151	130	71
2023-08-13	category_gaming	510	218	50
2023-08-13	category_electronics	588	431	74
2023-08-13	landing_campaign	239	100	63
2023-08-14	home	5900	2740	71
2023-08-14	product_page	2034	845	48
2023-08-14	blog_post	1134	1010	117
2023-08-14	pricing	421	359	66
2023-08-14	about	204	175	60
2023-08-14	contact	139	104	73
2023-08-14	faq	170	126	50
2023-08-14	category_gaming	713	563	38
2023-08-14	category_electronics	841	669	82
2023-08-14	landing_campaign	399	205	74
2023-08-15	home	5370	2461	42
2023-08-15	product_page	1302	817	49
2023-08-15	blog_post	1141	511	136
2023-08-15	pricing	508	295	71
2023-08-15	about	219	163	72
2023-08-15	contact	163	83	48
2023-08-15	faq	218	138	70
2023-08-15	category_gaming	656	555	93
2023-08-15	category_electronics	1035	828	59
2023-08-15	landing_campaign	294	177	52
2023-08-16	home	5756	3811	69
2023-08-16	product_page	1376	992	76
2023-08-16	blog_post	932	742	115
2023-08-16	pricing	478	395	52
2023-08-16	about	254	226	59
2023-08-16	contact	116	52	87
2023-08-16	faq	183	161	57
2023-08-16	category_gaming	858	513	69
2023-08-16	category_electronics	720	461	49
2023-08-16	landing_campaign	491	259	72
2023-08-17	home	4295	2682	56
2023-08-17	product_page	1108	673	88
2023-08-17	blog_post	1132	924	136
2023-08-17	pricing	545	377	38
2023-08-17	about	240	133	25
2023-08-17	contact	117	52	53
2023-08-17	faq	218	190	79
2023-08-17	category_gaming	984	873	39
2023-08-17	category_electronics	992	437	61
2023-08-17	landing_campaign	360	249	39
2023-08-18	home	5757	4608	58
2023-08-18	product_page	1213	785	66
2023-08-18	blog_post	1124	730	131
2023-08-18	pricing	426	230	85
2023-08-18	about	215	104	72
2023-08-18	contact	90	64	63
2023-08-18	faq	196	106	47
2023-08-18	category_gaming	831	585	49
2023-08-18	category_electronics	862	638	64
2023-08-18	landing_campaign	365	321	50
2023-08-19	home	3034	1396	64
2023-08-19	product_page	1143	670	80
2023-08-19	blog_post	714	400	116
2023-08-19	pricing	344	279	35
2023-08-19	about	152	114	67
2023-08-19	contact	65	51	34
2023-08-19	faq	113	66	20
2023-08-19	category_gaming	462	343	57
2023-08-19	category_electronics	464	374	55
2023-08-19	landing_campaign	247	135	81
2023-08-20	home	3296	1707	73
2023-08-20	product_page	932	809	51
2023-08-20	blog_post	440	368	125
2023-08-20	pricing	251	126	44
2023-08-20	about	128	94	44
2023-08-20	contact	90	38	34
2023-08-20	faq	117	101	40
2023-08-20	category_gaming	612	322	43
2023-08-20	category_electronics	508	247	52
2023-08-20	landing_campaign	172	112	74
2023-08-21	home	4527	2478	69
2023-08-21	product_page	1635	811	65
2023-08-21	blog_post	1102	638	89
2023-08-21	pricing	517	342	45
2023-08-21	about	241	192	38
2023-08-21	contact	108	72	62
2023-08-21	faq	214	152	69
2023-08-21	category_gaming	801	591	48
2023-08-21	category_electronics	864	489	54
2023-08-21	landing_campaign	312	216	69
2023-08-22	home	7237	3805	56
2023-08-22	product_page	1508	1201	63
2023-08-22	blog_post	815	575	141
2023-08-22	pricing	421	191	79
2023-08-22	about	255	168	49
2023-08-22	contact	126	77	85
2023-08-22	faq	177	100	58
2023-08-22	category_gaming	849	699	33
2023-08-22	category_electronics	829	362	59
2023-08-22	landing_campaign	402	300	60
2023-08-23	home	6781	4806	66
2023-08-23	product_page	1447	1178	61
2023-08-23	blog_post	895	675	132
2023-08-23	pricing	459	261	52
2023-08-23	about	260	165	19
2023-08-23	contact	95	52	83
2023-08-23	faq	198	164	68
2023-08-23	category_gaming	625	467	59
2023-08-23	category_electronics	836	361	38
2023-08-23	landing_campaign	366	311	61
2023-08-24	home	6138	4739	76
2023-08-24	product_page	1771	1090	67
2023-08-24	blog_post	969	843	142
2023-08-24	pricing	275	217	43
2023-08-24	about	257	125	79
2023-08-24	contact	134	104	59
2023-08-24	faq	247	201	52
2023-08-24	category_gaming	593	331	63
2023-08-24	category_electronics	906	385	33
2023-08-24	landing_campaign	395	184	53
2023-08-25	home	5987	3942	36
2023-08-25	product_page	1428	1135	83
2023-08-25	blog_post	866	414	124
2023-08-25	pricing	346	267	41
2023-08-25	about	180	87	79
2023-08-25	contact	132	80	38
2023-08-25	faq	150	109	60
2023-08-25	category_gaming	698	450	69
2023-08-25	category_electronics	767	539	62
2023-08-25	landing_campaign	425	319	70
2023-08-26	home	3394	2814	92
2023-08-26	product_page	998	864	69
2023-08-26	blog_post	774	485	155
2023-08-26	pricing	335	197	35
2023-08-26	about	175	100	59
2023-08-26	contact	69	29	57
2023-08-26	faq	131	102	81
2023-08-26	category_gaming	516	271	42
2023-08-26	category_electronics	548	251	48
2023-08-26	landing_campaign	239	165	54
2023-08-27	home	3912	2818	59
2023-08-27	product_page	761	383	51
2023-08-27	blog_post	567	277	146
2023-08-27	pricing	363	301	87
2023-08-27	about	172	126	54
2023-08-27	contact	87	54	49
2023-08-27	faq	101	88	83
2023-08-27	category_gaming	516	438	58
2023-08-27	category_electronics	655	588	50
2023-08-27	landing_campaign	234	154	36
2023-08-28	home	5566	3460	46
2023-08-28	product_page	1521	1144	58
2023-08-28	blog_post	1034	751	110
2023-08-28	pricing	509	440	58
2023-08-28	about	284	126	71
2023-08-28	contact	95	46	61
2023-08-28	faq	178	112	64
2023-08-28	category_gaming	608	339	63
2023-08-28	category_electronics	643	347	49
2023-08-28	landing_campaign	417	226	62
2023-08-29	home	6727	5087	43
2023-08-29	product_page	1246	655	77
2023-08-29	blog_post	1176	736	117
2023-08-29	pricing	412	252	56
2023-08-29	about	234	145	60
2023-08-29	contact	137	98	76
2023-08-29	faq	227	152	64
2023-08-29	category_gaming	655	552	53
2023-08-29	category_electronics	1010	699	58
2023-08-29	landing_campaign	432	315	68
2023-08-30	home	768	787	22
2023-08-30	product_page	139	79	36
2023-08-30	blog_post	98	75	146
2023-08-30	pricing	54	48	62
2023-08-30	about	31	19	67
2023-08-30	contact	15	16	71
2023-08-30	faq	31	34	44
2023-08-30	category_gaming	86	59	73
2023-08-30	category_electronics	78	54	37
2023-08-30	landing_campaign	48	26	53
2023-08-31	home	5346	3059	67
2023-08-31	product_page	1476	1157	57
2023-08-31	blog_post	958	605	125
2023-08-31	pricing	579	452	58
2023-08-31	about	326	268	62
2023-08-31	contact	124	105	59
2023-08-31	faq	195	129	85
2023-08-31	category_gaming	781	568	27
2023-08-31	category_electronics	1089	904	50
2023-08-31	landing_campaign	365	220	42
2023-09-01	home	5313	3826	72
2023-09-01	product_page	1477	1263	74
2023-09-01	blog_post	1201	492	120
2023-09-01	pricing	392	325	70
2023-09-01	about	291	214	43
2023-09-01	contact	96	77	49
2023-09-01	faq	185	130	80
2023-09-01	category_gaming	896	548	65
2023-09-01	category_electronics	763	509	46
2023-09-01	landing_campaign	262	116	33
2023-09-02	home	3661	1824	70
2023-09-02	product_page	800	553	53
2023-09-02	blog_post	593	396	88
2023-09-02	pricing	315	264	53
2023-09-02	about	119	49	37
2023-09-02	contact	122	82	58
2023-09-02	faq	110	57	68
2023-09-02	category_gaming	508	257	43
2023-09-02	category_electronics	578	272	53
2023-09-02	landing_campaign	265	125	87
2023-09-03	home	4485	2549	42
2023-09-03	product_page	754	334	71
2023-09-03	blog_post	613	376	111
2023-09-03	pricing	275	111	72
2023-09-03	about	231	203	66
2023-09-03	contact	74	50	96
2023-09-03	faq	105	55	48
2023-09-03	category_gaming	638	415	60
2023-09-03	category_electronics	607	487	55
2023-09-03	landing_campaign	291	178	41
2023-09-04	home	8204	6905	63
2023-09-04	product_page	1072	832	59
2023-09-04	blog_post	937	780	100
2023-09-04	pricing	457	231	83
2023-09-04	about	202	98	46
2023-09-04	contact	110	68	72
2023-09-04	faq	196	116	59
2023-09-04	category_gaming	956	582	83
2023-09-04	category_electronics	805	529	58
2023-09-04	landing_campaign	313	141	60
2023-09-05	home	5172	2718	66
2023-09-05	product_page	1432	807	68
2023-09-05	blog_post	1011	414	97
2023-09-05	pricing	529	449	90
2023-09-05	about	270	214	53
2023-09-05	contact	122	59	45
2023-09-05	faq	166	112	46
2023-09-05	category_gaming	831	384	58
2023-09-05	category_electronics	798	376	77
2023-09-05	landing_campaign	356	259	72
2023-09-06	home	5321	3447	98
2023-09-06	product_page	1432	1051	63
2023-09-06	blog_post	1083	669	109
2023-09-06	pricing	429	280	55
2023-09-06	about	251	196	43
2023-09-06	contact	124	111	34
2023-09-06	faq	215	130	67
2023-09-06	category_gaming	734	441	55
2023-09-06	category_electronics	833	605	74
2023-09-06	landing_campaign	420	243	84
2023-09-07	home	4606	2035	73
2023-09-07	product_page	1757	991	40
2023-09-07	blog_post	793	453	109
2023-09-07	pricing	630	413	50
2023-09-07	about	356	306	61
2023-09-07	contact	129	106	51
2023-09-07	faq	205	83	54
2023-09-07	category_gaming	789	574	61
2023-09-07	category_electronics	813	699	58
2023-09-07	landing_campaign	354	263	59
2023-09-08	home	5343	2709	59
2023-09-08	product_page	1553	1104	49
2023-09-08	blog_post	1223	1015	120
2023-09-08	pricing	454	309	85
2023-09-08	about	204	175	79
2023-09-08	contact	134	53	47
2023-09-08	faq	182	106	49
2023-09-08	category_gaming	4860	1509	39
2023-09-08	category_electronics	887	714	59
2023-09-08	landing_campaign	445	333	74
2023-09-09	home	3838	2058	55
2023-09-09	product_page	974	457	59
2023-09-09	blog_post	758	331	93
2023-09-09	pricing	331	283	67
2023-09-09	about	187	131	71
2023-09-09	contact	103	73	80
2023-09-09	faq	132	101	60
2023-09-09	category_gaming	542	275	64
2023-09-09	category_electronics	590	387	47
2023-09-09	landing_campaign	246	168	78
2023-09-10	home	3885	2749	60
2023-09-10	product_page	966	673	64
2023-09-10	blog_post	560	258	124
2023-09-10	pricing	336	172	63
2023-09-10	about	182	128	45
2023-09-10	contact	75	63	63
2023-09-10	faq	97	61	46
2023-09-10	category_gaming	585	505	55
2023-09-10	category_electronics	661	522	53
2023-09-10	landing_campaign	192	155	68
2023-09-11	home	6371	3628	58
2023-09-11	product_page	1782	1471	39
2023-09-11	blog_post	1177	626	124
2023-09-11	pricing	296	120	76
2023-09-11	about	328	228	70
2023-09-11	contact	136	58	84
2023-09-11	faq	197	105	45
2023-09-11	category_gaming	748	506	48
2023-09-11	category_electronics	1051	758	45
2023-09-11	landing_campaign	448	324	48
2023-09-12	home	7123	2889	90
2023-09-12	product_page	1312	1143	82
2023-09-12	blog_post	1069	562	138
2023-09-12	pricing	463	295	43
2023-09-12	about	259	125	31
2023-09-12	contact	160	98	62
2023-09-12	faq	149	82	77
2023-09-12	category_gaming	755	520	100
2023-09-12	category_electronics	773	341	38
2023-09-12	landing_campaign	309	258	73
2023-09-13	home	4514	2973	57
2023-09-13	product_page	1777	812	29
2023-09-13	blog_post	1218	708	105
2023-09-13	pricing	495	376	78
2023-09-13	about	222	104	70
2023-09-13	contact	121	50	35
2023-09-13	faq	229	200	30
2023-09-13	category_gaming	916	616	61
2023-09-13	category_electronics	880	605	57
2023-09-13	landing_campaign	340	170	49
2023-09-14	home	5856	3819	80
2023-09-14	product_page	1148	749	56
2023-09-14	blog_post	1064	650	127
2023-09-14	pricing	333	256	64
2023-09-14	about	280	213	71
2023-09-14	contact	115	73	43
2023-09-14	faq	224	126	48
2023-09-14	category_gaming	730	649	44
2023-09-14	category_electronics	963	593	39
2023-09-14	landing_campaign	380	285	48
2023-09-15	home	7395	4026	60
2023-09-15	product_page	1798	1431	31
2023-09-15	blog_post	1198	560	105
2023-09-15	pricing	450	362	53
2023-09-15	about	282	245	46
2023-09-15	contact	175	110	86
2023-09-15	faq	182	127	29
2023-09-15	category_gaming	1002	849	53
2023-09-15	category_electronics	950	577	58
2023-09-15	landing_campaign	471	412	71
2023-09-16	home	4757	3141	47
2023-09-16	product_page	1151	778	48
2023-09-16	blog_post	549	351	137
2023-09-16	pricing	269	134	85
2023-09-16	about	169	129	68
2023-09-16	contact	62	37	43
2023-09-16	faq	148	99	25
2023-09-16	category_gaming	423	274	59
2023-09-16	category_electronics	588	509	59
2023-09-16	landing_campaign	316	189	76
2023-09-17	home	4395	3448	70
2023-09-17	product_page	1079	874	58
2023-09-17	blog_post	652	349	124
2023-09-17	pricing	288	238	46
2023-09-17	about	147	75	50
2023-09-17	contact	88	35	80
2023-09-17	faq	90	41	37
2023-09-17	category_gaming	599	455	75
2023-09-17	category_electronics	657	573	87
2023-09-17	landing_campaign	334	213	41
2023-09-18	home	8252	6568	60
2023-09-18	product_page	1717	1495	62
2023-09-18	blog_post	995	409	110
2023-09-18	pricing	541	462	29
2023-09-18	about	261	173	47
2023-09-18	contact	136	117	55
2023-09-18	faq	216	127	56
2023-09-18	category_gaming	743	342	85
2023-09-18	category_electronics	879	674	71
2023-09-18	landing_campaign	376	169	59
2023-09-19	home	8236	4672	59
2023-09-19	product_page	1775	1334	76
2023-09-19	blog_post	1149	740	119
2023-09-19	pricing	402	222	56
2023-09-19	about	259	135	53
2023-09-19	contact	146	82	48
2023-09-19	faq	171	134	52
2023-09-19	category_gaming	747	488	43
2023-09-19	category_electronics	1026	826	81
2023-09-19	landing_campaign	379	204	58
2023-09-20	home	5930	3290	48
2023-09-20	product_page	2004	1183	64
2023-09-20	blog_post	875	476	138
2023-09-20	pricing	476	209	60
2023-09-20	about	278	211	58
2023-09-20	contact	140	113	82
2023-09-20	faq	151	99	52
2023-09-20	category_gaming	967	660	94
2023-09-20	category_electronics	922	803	64
2023-09-20	landing_campaign	366	236	53
2023-09-21	home	6377	4935	78
2023-09-21	product_page	1431	1095	50
2023-09-21	blog_post	948	504	104
2023-09-21	pricing	609	355	45
2023-09-21	about	219	175	61
2023-09-21	contact	154	117	40
2023-09-21	faq	199	140	56
2023-09-21	category_gaming	616	536	55
2023-09-21	category_electronics	788	448	69
2023-09-21	landing_campaign	415	324	74
2023-09-22	home	8008	4750	52
2023-09-22	product_page	1655	1469	41
2023-09-22	blog_post	957	705	91
2023-09-22	pricing	600	468	62
2023-09-22	about	276	200	65
2023-09-22	contact	143	71	54
2023-09-22	faq	181	149	64
2023-09-22	category_gaming	787	641	89
2023-09-22	category_electronics	715	387	54
2023-09-22	landing_campaign	569	456	68
2023-09-23	home	4482	3542	80
2023-09-23	product_page	1142	690	44
2023-09-23	blog_post	640	259	130
2023-09-23	pricing	373	219	34
2023-09-23	about	196	167	61
2023-09-23	contact	81	54	34
2023-09-23	faq	142	83	46
2023-09-23	category_gaming	440	180	14
2023-09-23	category_electronics	492	334	75
2023-09-23	landing_campaign	221	133	52
2023-09-24	home	4368	2181	36
2023-09-24	product_page	830	610	60
2023-09-24	blog_post	632	400	124
2023-09-24	pricing	347	184	49
2023-09-24	about	214	184	101
2023-09-24	contact	112	67	79
2023-09-24	faq	142	87	52
2023-09-24	category_gaming	539	266	66
2023-09-24	category_electronics	498	273	75
2023-09-24	landing_campaign	294	151	45
2023-09-25	home	5771	3681	39
2023-09-25	product_page	1305	729	77
2023-09-25	blog_post	1339	633	107
2023-09-25	pricing	534	282	55
2023-09-25	about	290	212	55
2023-09-25	contact	151	61	43
2023-09-25	faq	188	151	85
2023-09-25	category_gaming	766	444	73
2023-09-25	category_electronics	1146	964	54
2023-09-25	landing_campaign	360	163	69
2023-09-26	home	6037	4268	50
2023-09-26	product_page	1531	645	25
2023-09-26	blog_post	855	618	112
2023-09-26	pricing	476	292	11
2023-09-26	about	320	217	61
2023-09-26	contact	123	77	69
2023-09-26	faq	196	106	48
2023-09-26	category_gaming	781	520	41
2023-09-26	category_electronics	919	654	53
2023-09-26	landing_campaign	373	283	39
2023-09-27	home	4090	2295	70
2023-09-27	product_page	1666	1225	62
2023-09-27	blog_post	1006	850	108
2023-09-27	pricing	494	406	68
2023-09-27	about	197	141	29
2023-09-27	contact	103	59	65
2023-09-27	faq	178	100	28
2023-09-27	category_gaming	759	665	52
2023-09-27	category_electronics	996	719	80
2023-09-27	landing_campaign	492	341	60
2023-09-28	home	6686	3941	88
2023-09-28	product_page	1790	1513	37
2023-09-28	blog_post	1218	732	119
2023-09-28	pricing	498	283	52
2023-09-28	about	291	123	73
2023-09-28	contact	113	76	46
2023-09-28	faq	180	104	41
2023-09-28	category_gaming	769	356	82
2023-09-28	category_electronics	804	427	82
2023-09-28	landing_campaign	379	216	24
2023-09-29	home	5823	2385	38
2023-09-29	product_page	1386	584	67
2023-09-29	blog_post	1199	967	130
2023-09-29	pricing	397	305	59
2023-09-29	about	214	182	72
2023-09-29	contact	135	117	72
2023-09-29	faq	166	103	69
2023-09-29	category_gaming	743	572	49
2023-09-29	category_electronics	680	474	44
2023-09-29	landing_campaign	319	238	54
2023-09-30	home	4434	2408	49
2023-09-30	product_page	1010	414	54
2023-09-30	blog_post	702	393	64
2023-09-30	pricing	322	237	45
2023-09-30	about	173	120	82
2023-09-30	contact	76	36	46
2023-09-30	faq	111	73	49
2023-09-30	category_gaming	558	277	61
2023-09-30	category_electronics	691	469	67
2023-09-30	landing_campaign	221	92	46
2023-10-01	home	5015	2125	47
2023-10-01	product_page	1147	907	45
2023-10-01	blog_post	883	524	113
2023-10-01	pricing	328	226	43
2023-10-01	about	119	77	61
2023-10-01	contact	89	55	79
2023-10-01	faq	110	65	44
2023-10-01	category_gaming	358	294	42
